nif_declarante,nif_contraparte,importe,is_circular
U0032811R,F0095763R,67379,False
U0024123P,W0048788K,85200,False
U0048888Z,J0084792H,17088,False
J0037389Z,W0065160M,10596,False
W0079080L,V0091535K,19563,False
R0040075H,W0041915F,43017,False
U0021485Z,U0053008R,109427,False
V0000248F,W0062748Q,5816,False
U0047475M,U0098645M,13100,False
W0071521A,S0060834J,17575,False
Q0034005Y,U0033562N,25486,False
B0053889T,U0085410V,16893,False
B0074988A,R0060424B,83676,False
A0052683K,C0038650K,16083,False
S0064208C,G0066895Q,55265,False
V0036884T,E0053893R,109719,False
A0084718W,D0080750S,29609,False
S0017452R,J0005621Y,3347,False
F0003914Z,B0001846N,83074,False
A0098105X,V0049667B,36359,False
H0019078C,C0033754J,37443,False
P0016946Z,D0082920B,35024,False
B0094920L,E0029697P,66880,False
H0019637W,G0049706P,10861,False
F0012689Y,G0062636S,10736,False
C0040502Y,W0087186N,46770,False
U0028668N,S0003463H,73242,False
E0077973P,W0082903K,62940,False
H0083790J,D0073578L,22193,False
B0016734P,S0022709E,45367,False
R0013097B,E0051704V,82279,False
N0007362D,B0050142A,15214,False
C0010258L,V0039418X,53395,False
W0033625T,D0094164B,7696,False
C0041848N,A0017605D,16422,False
V0046213A,F0032031C,38706,False
J0097102E,P0085291A,18323,False
H0053470X,P0027777M,12107,False
B0081116R,P0028012C,22963,False
E0042510N,F0055522G,26037,False
H0058753F,W0065842F,60856,False
C0015249C,Q0061153M,4212,False
R0097434T,G0092155P,11898,False
C0086203W,J0075619G,29264,False
Q0005901L,V0006261Y,66336,False
J0015791X,U0061595V,20433,False
J0017897L,A0070878K,6054,False
J0082421V,C0033572R,16066,False
S0067817H,W0070711F,2568,False
B0011197B,W0014288Z,50035,False
F0009552V,U0034242F,68692,False
J0095107J,S0043869P,28343,False
D0085455D,N0053529A,7456,False
J0024315Y,Q0049034G,34989,False
A0079160X,H0009162L,21580,False
U0048058G,P0030747V,4665,False
V0071205W,Q0037784L,71347,False
G0091855L,A0048395W,6195,False
W0035190G,P0031752K,10144,False
E0084641N,U0068234H,3211,False
J0012184F,W0086326A,44658,False
V0082508D,G0003934C,5534,False
S0025700C,R0090843Q,9942,False
U0077572G,D0056886H,15282,False
P0062448N,D0083884P,27871,False
R0046108C,H0048334X,77054,False
G0074209Z,N0085482S,32303,False
E0017023E,V0011442G,17678,False
Q0015590L,E0011696L,19872,False
D0031390J,F0090595S,43354,False
S0082314D,U0007624P,18349,False
U0082531C,G0071545S,86613,False
R0071590A,H0000365P,39035,False
G0032662S,Q0087674Y,4434,False
C0034955X,W0054170D,4703,False
F0071019K,G0017814R,17800,False
B0096632H,V0037106K,29938,False
W0035900A,G0068891E,3277,False
B0061461E,U0033750R,32510,False
W0020204R,H0023077H,27202,False
F0029939T,N0069199S,15463,False
N0022517Y,A0091207X,5508,False
J0002448Y,P0010089R,4288,False
B0041297J,N0028347J,40033,False
B0010572T,D0087811Z,35059,False
D0074279D,H0067527W,11488,False
P0026809Y,V0008519W,17431,False
R0026142B,C0095647Q,24260,False
G0077357J,S0071977N,22592,False
W0077442J,R0057076N,5740,False
H0004926H,W0037476P,14190,False
D0066755R,W0030628G,14510,False
N0010156C,F0077602T,44424,False
B0092052R,N0040303W,27668,False
D0073536C,A0057567N,4891,False
J0008305H,E0014310T,10297,False
H0006896Y,A0025504Y,4552,False
B0077881Z,S0068051J,174785,False
B0047392E,B0059514Q,65986,False
E0069130Z,D0008069G,6017,False
B0042724W,U0035576W,15447,False
B0013736R,V0035310W,113091,False
A0093170G,H0037817E,11146,False
U0070522P,P0043422X,23662,False
W0003428D,J0030223Q,86107,False
F0077679Q,V0008541P,8689,False
B0039063G,F0064932W,9148,False
V0018520R,J0096660M,14807,False
C0003700D,J0006199M,26912,False
J0060848R,B0069884A,28731,False
J0097473M,R0084839C,34567,False
R0059443X,G0089947S,12269,False
H0095945K,B0043815H,19527,False
B0068596W,S0076398Z,13688,False
F0017657H,D0099648F,55100,False
J0055850Y,H0000256R,20233,False
U0058251A,V0038615W,11765,False
S0090502K,R0020679A,8834,False
B0093613Z,B0081306Q,83360,False
C0052856P,J0002692R,43173,False
G0007963G,B0020696W,4731,False
B0037629B,V0098362K,4342,False
C0028423P,U0084884X,14213,False
N0001404H,H0006716D,36077,False
B0058451H,A0038924Z,68097,False
B0085961W,U0067191A,16518,False
E0033105V,Q0076956L,17014,False
Q0092513Z,U0077322L,23360,False
C0042096T,H0019683S,98547,False
Q0044349W,U0076470Y,8415,False
B0023764T,Q0088242M,13925,False
H0035707D,F0011196Y,15060,False
R0042576V,U0085799Y,12860,False
N0083236T,H0022895T,57807,False
P0061656C,H0045733E,117958,False
Q0027199H,U0057190N,30995,False
E0072232J,F0027977D,13817,False
H0033147C,W0003098D,5070,False
R0060423W,B0062088E,34999,False
R0082410W,G0030304M,3991,False
Q0012491P,A0077945H,4037,False
B0052275E,V0099855T,35866,False
D0001351C,A0051249B,103529,False
P0097759L,S0086193N,19916,False
F0088138Y,J0040482Q,28699,False
N0022500J,H0065431K,8248,False
E0053843R,H0097928B,9181,False
S0093863H,Q0070064J,53892,False
G0057864F,J0038046M,84051,False
R0062456X,R0016840H,6825,False
N0050760M,U0034717Q,41033,False
W0046982E,P0092934Y,8116,False
S0094403M,E0023237T,83859,False
U0041571Q,V0020620Q,17751,False
J0023044Z,Q0092375K,18682,False
F0023851J,A0027879P,11106,False
B0095667F,J0088977L,17914,False
F0076321M,U0003356A,47026,False
E0020474L,S0088223Y,102306,False
W0064744W,H0079738K,14744,False
G0025335V,V0037777C,20188,False
Q0007070Q,B0086783B,14446,False
V0020126F,Q0088584E,26987,False
W0013307N,W0043511K,48957,False
U0007583G,Q0078186S,24874,False
B0074885K,G0001515B,21774,False
F0095779Y,U0083761Y,4104,False
U0010449D,U0031849R,35939,False
J0017725H,H0043764F,6805,False
V0019783D,U0027414F,19099,False
S0050737E,U0003443F,91388,False
N0013008Q,B0038494Q,8842,False
B0071417M,V0055804Q,2978,False
E0075344Z,C0002674E,15038,False
E0047001S,J0026728M,137301,False
G0024420N,D0074367A,91819,False
S0058980K,P0039899B,24240,False
P0086210Y,G0092137J,55272,False
E0035271X,U0024852P,35262,False
G0055857N,W0045989G,13298,False
J0057820P,W0057053V,26495,False
H0060249R,U0084157K,16562,False
Q0008024C,W0097495Y,6429,False
H0002144Q,A0018584V,16468,False
G0058420G,J0043997T,7860,False
N0030245N,J0004595G,32498,False
J0046907V,D0091680F,4438,False
E0045100P,U0092852J,3051,False
U0082636T,V0076370Y,11419,False
G0092386R,R0023686L,10875,False
U0034687Z,B0047171N,21164,False
C0026930K,G0021448C,96215,False
R0089817R,E0040234V,5504,False
H0004776L,P0072295D,61658,False
Q0050920F,R0014776S,42987,False
G0048238T,F0073214Q,4432,False
U0034498Y,S0056864C,23415,False
N0017577V,H0045484S,92786,False
R0084118X,G0061013A,23439,False
A0086306V,E0000827J,6801,False
E0085768P,H0046908R,135289,False
J0062986Q,P0049401M,14787,False
A0052501L,J0065591H,63225,False
V0009392S,P0054345P,7999,False
P0067748G,S0008596B,62150,False
F0046641S,U0060875P,8006,False
H0059867Y,F0055917E,2408,False
S0004283B,W0039294A,20361,False
D0017265C,V0009155E,2858,False
F0026031V,E0027859K,201853,False
D0046806T,R0034040N,10099,False
B0072285T,V0037616C,48323,False
H0015847Y,D0051771Y,16177,False
N0077823X,F0099478W,71680,False
V0095825R,H0084815L,18650,False
Q0064979M,E0093803B,14759,False
B0027123W,D0038528E,6773,False
B0016579Q,C0070940W,19647,False
F0067631D,F0008445B,14384,False
G0001247V,V0049574N,21745,False
F0098761R,A0089461G,172996,False
D0035633Y,G0004270Q,146878,False
G0036873D,F0063802D,6574,False
N0064766Q,J0002361M,12769,False
V0042561H,A0002817X,63518,False
P0073940S,G0030864X,2145,False
J0043137Y,V0055804Q,15907,False
E0087085V,Q0077318E,14809,False
J0094194L,Q0079665S,9582,False
P0064215X,D0075569H,5245,False
J0070497T,S0054642D,22979,False
G0071150P,E0070412P,16999,False
W0094536V,G0056744N,15948,False
B0053245R,G0019940R,16903,False
N0045417S,W0090385W,32216,False
H0010056L,C0010154A,21325,False
H0039779C,A0063510Q,40431,False
F0099809T,C0011622S,35392,False
Q0088814W,D0075233J,9290,False
E0022871V,N0024713A,55862,False
A0015824S,N0056266X,16551,False
U0078277H,G0074241V,3273,False
U0052001K,U0041869K,33750,False
C0034700X,S0007819F,61109,False
D0049702R,W0052526G,9556,False
N0059785N,N0034898H,46877,False
A0069795Y,F0096490H,8625,False
J0095806V,V0068546H,29123,False
V0079404Y,S0074986E,16073,False
F0003932Y,V0018895C,16302,False
Q0059321C,N0076071C,68856,False
Q0086192X,B0054003Q,9078,False
Q0023861C,Q0002588L,36910,False
U0029089P,W0071800R,28846,False
F0077788R,A0070308V,50454,False
E0050010D,D0072112E,8990,False
A0096422W,E0067372S,10570,False
D0066208S,B0022750Z,5947,False
U0008647N,P0059147N,60639,False
J0049425Y,E0010035G,33630,False
V0011303K,N0046164A,15779,False
E0057267H,E0043086Y,15323,False
G0007136G,Q0026586X,27824,False
U0007256P,R0049236F,39757,False
C0091918Y,E0026363Z,25200,False
P0078549Q,A0004819A,6337,False
J0030574N,G0051354D,9323,False
S0058539P,R0012713Z,32377,False
W0077306J,G0010690D,53490,False
W0047220P,B0006044A,1260,False
D0022661Y,F0089663L,27850,False
P0039839Z,S0066385C,40301,False
E0008348T,J0053597E,55767,False
V0051504X,B0087450M,26639,False
W0010659P,P0045805A,1768,False
J0032776D,G0054576B,8221,False
E0066884J,G0019113V,52023,False
P0079277H,V0063706S,22564,False
J0025359V,F0006742F,2052,False
B0051243J,E0005664K,3143,False
A0016353X,S0054707W,24593,False
N0039945C,F0095464N,27513,False
N0024843D,N0093428S,14674,False
F0055833C,G0032653E,40682,False
S0067983P,P0016157K,32205,False
C0053161H,C0072115R,68182,False
B0008199M,H0009088R,1229,False
A0015914G,H0072318P,6599,False
G0061261J,N0024482A,28369,False
E0053006L,C0070316H,7898,False
V0084882E,F0021562E,10933,False
R0021789A,N0096216J,2058,False
F0037104Y,D0094865Y,225366,False
P0061240V,Q0004220X,31829,False
U0037223J,G0054477W,52702,False
H0028730E,C0049737S,37985,False
W0025655D,G0051039Y,42151,False
E0026843W,F0066611T,7934,False
J0086221M,N0065831T,17069,False
A0050844L,F0008877J,106042,False
G0099845W,W0028315V,19695,False
E0053249V,H0061157H,20848,False
F0075520Y,R0002591W,11020,False
N0092266G,B0046644C,11696,False
B0026723S,V0059523Y,24303,False
D0025693W,R0017901M,42976,False
D0063735Y,U0052033L,44353,False
F0068531V,E0020992N,26358,False
C0053567P,A0057998Q,11865,False
J0099491M,C0016146S,30478,False
A0082390Y,Q0022356W,16618,False
R0072885Z,N0033722Q,20792,False
F0031982N,P0070193J,35006,False
F0026102Z,B0015954Q,24765,False
U0012725W,Q0097594D,10679,False
A0026958J,C0020753D,27023,False
U0055597X,N0033170E,16570,False
H0012951B,B0002046N,19363,False
V0054196F,U0055906V,134335,False
S0005623Y,S0098581W,46508,False
A0059268C,U0038683B,26286,False
N0062505W,F0061451S,21205,False
V0043335K,U0028340H,8944,False
R0042261K,U0031667J,7990,False
V0027040B,W0030608X,37994,False
P0005761R,Q0034252K,18904,False
C0048363V,J0052775Y,31299,False
R0045369Y,A0098097B,9434,False
G0054183L,N0070847Y,24380,False
A0088930Z,F0048202Z,45419,False
U0052001K,U0007860N,16231,False
V0072765H,A0066484P,8230,False
W0044332P,F0009658R,13161,False
B0016312K,D0036026H,7168,False
N0049466T,D0073462A,12332,False
U0092549Y,F0087221D,51363,False
B0061461E,W0097243K,14281,False
U0020910V,H0074091S,17198,False
W0004322L,Q0070001Z,16730,False
S0005414M,J0004031W,3109,False
U0059468N,A0091947A,214671,False
S0019009H,W0050684V,4963,False
N0007586S,U0061415G,52036,False
N0082396B,G0013044P,23633,False
R0044927W,B0063791Y,39901,False
U0025106K,N0046303W,11229,False
B0061861S,R0081278Q,20920,False
A0018542K,H0004142V,29187,False
N0005940F,U0090584G,2279,False
U0097681L,A0000263D,6930,False
G0025222H,G0061668Q,11711,False
V0036313H,F0013132P,22399,False
V0055130B,H0047514T,511005,False
A0011215C,C0061622E,10520,False
W0088270D,F0012193F,32251,False
N0016156G,F0042397H,39536,False
E0018820X,Q0055747E,36336,False
N0027025M,C0009583V,38829,False
S0051775Z,V0085033Z,32040,False
J0049162T,N0082854R,52885,False
J0034536P,V0015640J,63534,False
F0036532H,R0003589G,101908,False
J0094061V,V0070925W,25310,False
B0089994D,J0003249A,37831,False
V0095426P,D0052118E,48359,False
F0083942K,C0038542E,78938,False
D0038415R,W0047445R,15590,False
F0008634E,U0000473Z,63896,False
P0018231W,G0086481N,19228,False
B0046792L,H0004166R,121098,False
P0015790Q,S0095518F,20537,False
R0071827D,D0031562S,6427,False
F0012411W,E0086575W,44566,False
P0052851W,N0071836Y,23717,False
N0070489E,A0071097L,18041,False
N0003644K,E0080807J,49626,False
V0001779B,W0041255E,21006,False
U0011812V,A0062900G,209878,False
V0015376G,D0057019Z,22107,False
U0000914B,H0078246S,8002,False
G0038100D,W0042445P,68424,False
A0090104L,N0001391Z,3025,False
V0087910F,P0089638N,146134,False
V0074568W,G0010984A,28220,False
E0084184Z,W0091908W,3820,False
N0035982F,P0084748S,37598,False
H0097017W,V0019257D,17439,False
C0098452M,N0090201R,7670,False
A0071834R,S0070984G,43789,False
R0092067T,S0077735X,11471,False
C0091489T,Q0091210S,39663,False
N0055360T,V0013337D,4568,False
D0014193K,H0030012X,143296,False
Q0017683S,J0025388D,21556,False
D0094253R,U0050243K,11987,False
D0072578E,S0014939C,20737,False
D0034799S,A0060306S,22868,False
N0044283R,H0071772T,35094,False
S0034208K,G0061852C,22803,False
U0098869L,B0044795N,58596,False
U0072601L,P0086541J,61720,False
D0053400S,P0070822N,69131,False
H0099004F,S0041187J,15473,False
C0094911J,W0082058B,9994,False
P0092592G,V0001314P,15583,False
Q0045080C,S0039309K,117805,False
N0084615D,D0022868L,40300,False
C0035163P,W0044677S,6112,False
U0076731T,D0074641L,12238,False
R0094866Y,F0046577Q,88458,False
R0062765E,U0065541N,30216,False
N0087203J,A0048166J,15816,False
C0030587S,B0040896X,35419,False
S0082426X,U0094603V,51912,False
A0088778D,E0095367X,80855,False
N0042407D,W0046041G,30380,False
W0014138N,R0017584Y,125681,False
R0012739P,H0061723F,5375,False
U0004118V,H0078203F,11285,False
G0042894L,W0079470K,8026,False
C0045053T,V0069306X,26808,False
S0095748P,D0007767Z,9344,False
P0051991J,P0096617R,33334,False
B0007528G,J0054947M,23116,False
R0022288G,H0026231L,37627,False
R0034323P,V0037170A,141993,False
P0041079Z,A0026531V,14328,False
R0067380V,P0090002F,62896,False
A0046797H,N0025837B,19683,False
D0009413L,Q0024726H,15563,False
U0068627T,G0033427X,19038,False
R0042903M,U0036248L,335420,False
D0011801W,D0011133Z,12772,False
J0006932W,N0083867F,8895,False
B0001866E,V0096968A,2623,False
W0066008W,F0081830D,48433,False
U0053279D,B0076824J,17956,False
R0080271H,A0032718C,21405,False
P0067314F,F0033542P,45069,False
R0073471M,C0069377S,7395,False
S0077733X,C0035918Z,22213,False
G0069319B,A0070949H,24392,False
S0048069Z,B0036372F,5024,False
R0070358D,V0067754B,130452,False
G0007952W,S0079475Q,5703,False
S0078274X,V0006330Q,44261,False
W0082315Y,V0005756D,11208,False
Q0007041E,J0024609L,33567,False
S0037016P,A0050396L,55986,False
D0012458A,H0075914Z,52322,False
J0055221G,D0083298V,10556,False
Q0007097A,F0075399T,9667,False
Q0003548K,U0052674D,14973,False
D0062110S,J0056398V,13844,False
S0047470X,N0052253A,9650,False
C0025069P,Q0028376J,6568,False
B0024120A,U0028784S,8044,False
C0055510B,P0076509H,8282,False
E0073683N,S0074522V,32361,False
D0009050L,S0045042J,85917,False
V0001602X,G0016328W,6063,False
J0051272S,J0023220N,39529,False
W0038224Q,J0008017G,51349,False
E0024885M,F0023851J,8191,False
C0039397P,G0036163K,17308,False
R0028990A,E0029762M,137977,False
P0062966C,C0028585B,116949,False
S0029397G,C0015378K,9298,False
S0014858H,H0093679M,10594,False
C0094012X,N0001473D,25931,False
F0058603T,F0004811J,8540,False
P0080361N,V0034413F,7168,False
W0099605R,P0042680S,37911,False
U0098797W,B0007387H,18571,False
S0091929X,P0092384R,13668,False
C0023119D,N0091098V,10394,False
V0070129S,Q0067746X,3036,False
W0054197V,B0055919G,82566,False
V0076267K,B0094715R,5361,False
B0034144H,R0087956Y,58903,False
D0063533A,N0019358Y,33588,False
U0092376S,N0030355Y,37491,False
C0017099W,W0052519R,18526,False
E0055214A,P0092607N,15806,False
C0013425K,A0073845A,32158,False
C0048486K,U0010844V,12082,False
D0035680C,P0091627G,12730,False
H0002525J,V0052565Q,22157,False
C0052697Y,G0000623V,72493,False
G0069579L,A0037367A,37233,False
J0032384L,N0079135Q,11987,False
G0038606A,N0014169V,29727,False
S0008559C,V0095120T,33890,False
A0012213D,Q0010848P,30109,False
E0035709K,Q0099786D,28971,False
U0051414L,J0010058W,20177,False
G0090383F,J0061801T,78859,False
J0044475J,A0090719S,16784,False
C0070738E,E0005290J,1471,False
Q0046892S,N0091098V,24890,False
J0025306F,U0004398M,12928,False
A0067601M,P0065676H,17152,False
C0020220Y,B0016785S,3580,False
H0024969T,J0083842Y,49046,False
D0063329T,F0032181P,16669,False
V0098445W,C0032659P,10617,False
Q0058342Q,B0026653F,5186,False
H0021402B,S0008566B,62394,False
Q0024763B,E0034379E,9929,False
G0077132L,P0039452B,14864,False
D0067936A,F0029576F,17062,False
N0029018R,J0056689D,8083,False
H0074477X,U0005172Y,34919,False
F0096556E,A0043424T,15970,False
G0041637B,H0098007M,14940,False
J0093038Y,V0075576A,32711,False
U0092887S,E0015123T,10040,False
S0063529L,F0094645S,3026,False
E0007747G,U0054364A,118256,False
A0057264W,V0092426H,28911,False
W0094486X,W0008575J,10529,False
H0056376S,F0011127C,14971,False
G0019185M,H0053681K,24696,False
H0018019S,V0061845P,8521,False
D0015479G,E0047490H,48915,False
D0005019V,A0048278X,36348,False
H0024071M,H0037220N,37561,False
D0097323E,G0068955Z,16760,False
D0074756X,W0038793Q,110191,False
Q0012051Q,D0060644W,134700,False
A0000512E,F0056961W,81255,False
A0017549K,W0057532X,17430,False
U0035804R,A0075604A,18990,False
B0063598F,J0004547E,8951,False
A0021925M,A0091207X,17270,False
P0070099J,Q0030490P,18655,False
D0082744G,G0062103M,2945,False
Q0090560N,F0034720H,55030,False
F0022350W,J0078329L,18746,False
E0057513C,F0081537W,53223,False
V0027501N,A0046142E,14389,False
U0025020G,V0091241E,19035,False
S0017275D,F0033709P,25258,False
B0075137L,R0089872F,3301,False
A0070004W,F0035239A,42814,False
E0089387D,V0082400Q,23203,False
C0015300J,C0047125Y,7371,False
N0067295S,E0007274T,9908,False
W0047710R,G0089958S,31758,False
A0019529T,B0068166Z,16694,False
B0079822A,C0020654C,115704,False
F0039512L,H0008816P,5690,False
Q0043467D,D0052430N,4598,False
Q0047724S,N0013716P,23840,False
C0039654P,D0096453P,63997,False
S0015112W,P0075071T,14230,False
C0037034Y,A0097190K,91691,False
F0010341A,N0099595D,28894,False
D0027724W,J0076636X,69007,False
P0070182L,D0027005W,11543,False
Q0029620N,D0064133D,37249,False
P0022221C,S0068251J,22551,False
U0062222Y,S0085315M,32667,False
Q0047931A,B0053723V,83585,False
N0021035W,U0006827V,45217,False
U0033774L,U0076786P,213606,False
F0078306X,H0057613A,48253,False
N0048753W,F0059390N,135080,False
U0086463V,G0097057T,68270,False
R0003810V,H0005794Y,3536,False
P0033620E,Q0056594G,10584,False
C0004809K,A0088123W,45779,False
J0013885N,S0013703E,4842,False
B0026939C,C0041397D,23704,False
F0055090F,E0002423W,9818,False
W0082997M,Q0033825D,129892,False
G0085112G,H0021402B,5339,False
R0035107T,E0074954A,10325,False
A0081171C,R0010926M,2838,False
U0041263Z,V0071864Y,2698,False
S0093497K,G0042983Z,8907,False
V0042862V,E0017210M,20438,False
U0036398B,G0027100Y,23600,False
U0096292M,W0027195D,1032,False
B0042294Z,G0028342H,94108,False
S0025312C,F0024173W,36717,False
N0056029F,G0054410N,15372,False
Q0018911T,G0099202K,4489,False
J0094986S,E0050465G,31225,False
G0008157E,Q0044274K,11621,False
S0033369W,V0057182K,33868,False
C0009130K,V0041765H,3739,False
B0067439N,R0022840P,309618,False
C0027494N,V0012468Y,16991,False
U0002082B,V0057259Z,14191,False
H0060169P,R0082715T,35403,False
B0013205V,R0089198Q,9967,False
U0092042B,V0048744Q,14278,False
H0000778Z,U0099075R,1802,False
H0094934X,P0008885J,18860,False
R0037668H,H0032161A,16808,False
Q0026539B,U0046976W,7616,False
B0097842N,S0067149H,16175,False
C0028261K,Q0049896K,43440,False
P0002213T,N0072674N,66839,False
H0017678T,H0095290C,11890,False
G0053662C,F0065238K,7602,False
J0099859P,H0053469D,52695,False
J0091962G,G0019672V,21805,False
S0062257M,J0058005B,28176,False
A0032626J,P0042600L,4862,False
F0071027F,R0092632K,12011,False
