id,nif,nombre,tipo,sector_cnae
415,S51927304,Infraestructuras SPZX S.Com.,SANA,Comercio
416,U82777382,Tecnologías Ferrera y asociados S.L.N.E,SANA,Tecnologia
417,G97573396,Chamorro y Águila S.L.,SANA,Tecnologia
418,G28536762,Alimentación SXZ S.A.T.,SANA,Comercio
419,W28153282,Despacho CDVG S.L.,SANA,Transporte
420,E98077934,Finanzas del Mediterráneo S.L.N.E,SANA,Tecnologia
421,P19101846,Esteban y asociados S.Com.,SANA,Construccion
422,F52627226,Ángel y Cabañas S.A.,SANA,Tecnologia
423,A52773504,Despacho BK S.A.,SANA,Transporte
424,S50714693,Soluciones Bautista y asociados S.L.,SANA,Transporte
425,J30395330,Selena Silva Novoa S.Com.,SANA,Tecnologia
426,D27655789,Familia Cabeza S.A.D,FRAUDE_CARRUSEL,Tecnologia
427,A92138779,Servicios DMAL S.L.,SANA,Comercio
428,H90042177,Instalaciones Río S.C.P,SANA,Tecnologia
429,H13501001,Vallés y Bustamante S.C.P,SANA,Comercio
430,C73968467,Chamorro & Asociados S.A.,SANA,Tecnologia
431,W91163038,Garriga y asociados S.Coop.,SANA,Transporte
432,Q34692904,Atienza y Quirós S.Com.,SANA,Transporte
433,V73598657,Cepeda & Asociados S.L.,SANA,Tecnologia
434,F35938895,Farmaceútica Sandoval & Asociados S.L.,SANA,Tecnologia
435,B64839908,Joaquina Frutos Cerdán S.L.,SANA,Construccion
436,J65437830,Angulo & Asociados S.L.,SANA,Tecnologia
437,G37455861,Comercial Integrales S.A.,SANA,Construccion
438,F68959861,Logística TWHA S.L.N.E,SANA,Transporte
439,P71410640,Minería Pino y asociados S.A.T.,SANA,Tecnologia
440,S64340297,Servicios Avanzadas S.L.,SANA,Construccion
441,R51996390,Logística Hoyos S.Coop.,FRAUDE_MAQUILLAJE,Transporte
442,W96086421,Instalaciones Roda y asociados S.L.,SANA,Construccion
443,W24672184,Grupo Báez S.Coop.,FRAUDE_CARRUSEL,Transporte
444,U15692967,Industrias del Levante S.A.U,SANA,Tecnologia
445,W82191574,Suministros Castellana S.L.,SANA,Transporte
446,B84853354,Octavia Falcó Bayona S.Com.,SANA,Transporte
447,W94644215,Fábrica KX S.L.,SANA,Construccion
448,G49081432,Salvà y Huguet S.L.,SANA,Transporte
449,R50876565,Inversiones Prieto S.C.P,SANA,Comercio
450,U32345453,Villalobos & Asociados S.A.,SANA,Transporte
451,N92293489,Mascaró y Poza S.L.,SANA,Construccion
452,W29091078,Manufacturas Tamayo y asociados S.L.N.E,SANA,Transporte
453,U22138759,Farmaceútica Guitart y asociados S.L.,SANA,Construccion
454,F88577462,Logística del Norte S.Coop.,SANA,Tecnologia
455,R65506990,Zapata y Larrañaga S.Coop.,SANA,Comercio
456,U13343647,Manufacturas ZPIW S.A.U,SANA,Tecnologia
457,U89230801,Ambrosio Echeverría Pareja S.L.N.E,SANA,Tecnologia
458,U22103709,Industrias Ibéricos S.L.N.E,SANA,Comercio
459,P97050454,Consultoría Segarra & Asociados S.Coop.,SANA,Tecnologia
460,D22239481,Hotel Españolas S.A.,SANA,Construccion
461,U95103759,Familia Salas S.L.,SANA,Comercio
462,C80305568,Prat & Asociados S.A.,FRAUDE_MAQUILLAJE,Transporte
463,W92150984,Minería Castellana S.A.,SANA,Tecnologia
464,R83866174,Vilaplana & Asociados S.C.P,SANA,Transporte
465,B32935793,Soluciones Figueras S.L.L.,SANA,Comercio
466,E31759927,Consultoría Salamanca & Asociados S.L.N.E,SANA,Tecnologia
467,F16886777,Restauración Pizarro & Asociados S.A.,FRAUDE_CARRUSEL,Transporte
468,N51542843,Inmobiliaria Asenjo S.L.,SANA,Transporte
469,N94081078,Restauración Izquierdo S.L.,SANA,Tecnologia
470,D27659164,Promociones Ibéricos S.L.,SANA,Tecnologia
471,A93558632,Hermanos Hierro S.A.T.,SANA,Comercio
472,A71557975,Araujo y Bermudez S.Coop.,SANA,Transporte
473,V82947490,Logística Inteligentes S.A.,SANA,Construccion
474,V41927492,Inversiones del Norte S.Coop.,SANA,Tecnologia
475,V70899748,Barrio y Capdevila S.L.N.E,SANA,Transporte
476,U20657547,Humberto Costa Casanova S.L.L.,SANA,Construccion
477,H83462947,Pons & Asociados S.A.,SANA,Comercio
478,G16565770,Palacio y asociados S.L.,SANA,Tecnologia
479,E17390556,Villanueva y asociados S.A.,SANA,Comercio
480,B29511823,Comercializadora OLKJ S.Com.,SANA,Construccion
481,N54440977,Supermercados Arribas S.L.L.,SANA,Construccion
482,B24614652,Servicios Ibérica S.L.,SANA,Transporte
483,F31654047,Bermúdez & Asociados S.L.,SANA,Comercio
484,F71114408,Hotel del Sur S.L.N.E,FRAUDE_CARRUSEL,Comercio
485,B22499198,Sanchez y Zabala S.L.,SANA,Comercio
486,P59468550,Blanco y Campos S.L.,SANA,Transporte
487,C67354434,Grau & Asociados S.L.N.E,SANA,Construccion
488,N73191967,Carrasco y asociados S.L.N.E,SANA,Tecnologia
489,D46831833,Ligia Torres Galván S.Com.,SANA,Comercio
490,W65533646,Zacarías Ariño Expósito S.L.N.E,SANA,Tecnologia
491,G92148463,Hotel CJYL S.A.U,SANA,Construccion
492,D86687590,Manufacturas Inteligentes S.C.P,SANA,Construccion
493,V91171931,Transportes Sanjuan S.A.,SANA,Comercio
494,S91717739,Quintero y asociados S.A.,SANA,Comercio
495,J80516816,Grupo Muñoz S.Com.,SANA,Comercio
496,E92448605,Jordi Vicente Mir S.Coop.,SANA,Transporte
497,W94806492,Promociones Castellana S.L.,SANA,Transporte
498,V34146739,Soluciones YWOV S.L.,SANA,Tecnologia
499,N35978571,Transportes Ibérica S.L.L.,SANA,Construccion
500,D13219453,Tecnologías Barranco S.L.,SANA,Transporte
501,D37827473,Borja Rivera Córdoba S.A.,SANA,Transporte
502,S16105858,Bauzà y Puente S.L.,SANA,Comercio
503,Q85217695,Hermanos Acevedo S.Coop.,SANA,Tecnologia
504,A95982334,Supermercados Núñez & Asociados S.A.,SANA,Tecnologia
505,N44147341,Suministros Agullo S.Coop.,SANA,Construccion
506,N50303435,Instalaciones OMW S.A.,SANA,Comercio
507,A25278911,Fábrica CTQS S.A.,SANA,Comercio
508,P63156840,Minería Gomez S.L.N.E,SANA,Construccion
509,F36040330,Grupo Verdú S.Coop.,SANA,Comercio
510,P74304823,Fábrica Plaza & Asociados S.C.P,SANA,Transporte
511,B96657974,Machado y asociados S.A.T.,SANA,Tecnologia
512,V30855594,Restauración Bayona y asociados S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
513,P72071682,Supermercados HB S.L.,SANA,Transporte
514,B79937264,Inmobiliaria XBK S.A.,FRAUDE_CARRUSEL,Comercio
515,P84514623,Nayara Bertrán Isern S.A.,SANA,Construccion
516,G87496999,Calvet y Cerezo S.L.,SANA,Comercio
517,Q18886963,Familia Morata S.L.,SANA,Tecnologia
518,J14183991,Banca Privada Globales S.Com.,SANA,Comercio
519,R94088862,Supermercados CKFP S.L.,SANA,Tecnologia
520,R35149571,Supermercados López S.L.L.,SANA,Construccion
521,N52211394,Sala y asociados S.L.N.E,SANA,Construccion
522,J65548633,Rodríguez y Bernat S.L.N.E,SANA,Construccion
523,V41895802,Palau y Rocamora S.L.L.,SANA,Comercio
524,U50618137,Servicios WT S.L.U.,SANA,Tecnologia
525,W50576475,Familia Álvaro S.Com.,SANA,Tecnologia
526,D60226379,Figueras y asociados S.L.N.E,FRAUDE_CARRUSEL,Construccion
527,G22429114,Hotel Alsina S.L.L.,SANA,Transporte
528,W13346688,Villaverde y asociados S.A.U,FRAUDE_CARRUSEL,Transporte
529,W30679969,Gomila & Asociados S.L.,SANA,Tecnologia
530,P74890505,Tecnologías Vega S.L.,SANA,Comercio
531,P29232735,Servicios ET S.A.,SANA,Construccion
532,W27812995,Farmaceútica Escamilla & Asociados S.Com.,SANA,Tecnologia
533,B71655384,Cintia Bolaños Lobato S.A.,FRAUDE_CARRUSEL,Transporte
534,W25547243,Consultoría Ferrero y asociados S.L.,SANA,Construccion
535,N15909601,Hotel del Noroeste S.L.,SANA,Construccion
536,P72663022,Finanzas Avanzadas S.L.U.,SANA,Construccion
537,D79870757,Familia Segarra S.A.,SANA,Comercio
538,A87518768,Lamas y Milla S.L.N.E,SANA,Comercio
539,G53067834,Banca Privada Diéguez & Asociados S.L.,SANA,Tecnologia
540,G48462422,Supermercados del Levante S.Coop.,SANA,Comercio
541,P69205536,Desarrollo Barroso & Asociados S.L.,SANA,Construccion
542,J30041488,Cañas & Asociados S.A.,SANA,Tecnologia
543,J25362614,Minería XIP S.A.,SANA,Construccion
544,W23740579,Morell y Madrid S.L.L.,SANA,Tecnologia
545,Q83734610,Pera y Tejada S.L.U.,SANA,Comercio
546,J28999435,Ulises Gil Duque S.Coop.,SANA,Comercio
547,H32988138,Suministros GD S.L.,SANA,Construccion
548,N92310750,Soluciones Ibarra S.Com.,SANA,Comercio
549,U16808353,Mínguez y Fuster S.L.,SANA,Tecnologia
550,A73181059,Compañía Valverde S.L.N.E,SANA,Construccion
551,D61485872,Familia Castejón S.L.N.E,SANA,Construccion
552,C67239263,Logística SVXV S.L.,SANA,Transporte
553,F90010054,Despacho Pou S.Coop.,SANA,Transporte
554,Q51935074,Transportes Nebot y asociados S.Coop.,SANA,Comercio
555,G81603135,Distribuciones del Levante S.A.,SANA,Construccion
556,U86207390,Fajardo y asociados S.L.L.,SANA,Tecnologia
557,C72850928,Infraestructuras Internacionales S.L.N.E,SANA,Construccion
558,U51660066,Jonatan Valero Cortés S.L.N.E,SANA,Transporte
559,V41097470,Promociones ITT S.Com.,SANA,Tecnologia
560,E92804565,Comercial Pardo y asociados S.A.D,SANA,Comercio
561,Q62623673,Rómulo Alegre Gabaldón S.L.,SANA,Tecnologia
562,P53588695,Neira y asociados S.L.N.E,SANA,Transporte
563,V14061983,Suministros ZIWE S.Coop.,SANA,Construccion
564,V25151444,Infraestructuras Roselló y asociados S.L.,SANA,Comercio
565,V71906810,Carro y Carvajal S.Com.,SANA,Tecnologia
566,N56790372,Fanny Arrieta Luna S.A.,SANA,Tecnologia
567,W23815327,Fábrica Frías S.A.,SANA,Transporte
568,D53737494,Néstor Arroyo Amat S.A.,FRAUDE_CARRUSEL,Construccion
569,N81503899,Suministros RX S.L.,SANA,Transporte
570,R89260394,Banca Privada del Levante S.L.,SANA,Transporte
571,H93332410,Comercial MN S.Com.,SANA,Tecnologia
572,F74743230,Batalla & Asociados S.L.,SANA,Transporte
573,C55729880,Hermanos Seco S.A.,SANA,Tecnologia
574,S68432185,Finanzas Vallejo & Asociados S.L.U.,SANA,Comercio
575,H33231136,Despacho Estevez y asociados S.L.,SANA,Construccion
576,V25344154,Leandro Cruz Castells S.L.,SANA,Transporte
577,P84502610,Compañía Ibéricos S.C.P,SANA,Construccion
578,U33645674,Trujillo y Molina S.Coop.,SANA,Comercio
579,R19342578,Talleres Colomer & Asociados S.L.N.E,SANA,Construccion
580,R53943990,Galvez y Santiago S.L.N.E,SANA,Transporte
581,B22151134,Grupo Puerta S.A.,SANA,Tecnologia
582,E87949346,Florina Navas Otero S.A.,SANA,Construccion
583,E98701999,Infraestructuras SFF S.C.P,FRAUDE_CARRUSEL,Tecnologia
584,U81303949,Plácido Capdevila Benitez S.L.,SANA,Comercio
585,R92620697,Minería Tormo & Asociados S.L.L.,SANA,Transporte
586,G37603443,Valenzuela y asociados S.L.,SANA,Comercio
587,N86541203,Guijarro y Agustí S.L.L.,SANA,Comercio
588,S56206415,Grupo Sabater S.L.,SANA,Construccion
589,A92072899,Muro y Ramírez S.Coop.,SANA,Transporte
590,E49484797,Ramírez & Asociados S.A.,SANA,Construccion
591,Q83670115,Supermercados del Mediterráneo S.L.L.,SANA,Construccion
592,A85165988,Páez y Vila S.A.,SANA,Comercio
593,D47877483,Transportes Internacionales S.L.,SANA,Construccion
594,H67943873,Xiomara Zapata Flor S.L.N.E,SANA,Transporte
595,P61377152,Instalaciones TE S.Coop.,SANA,Transporte
596,R68410219,Banca Privada Roldán y asociados S.Com.,SANA,Tecnologia
597,F73736162,Alonso Chamorro Manzano S.Coop.,SANA,Tecnologia
598,G84547422,Hnos Blanch S.A.,SANA,Transporte
599,Q66000400,Instalaciones UI S.A.,SANA,Tecnologia
600,N99934747,Supermercados Bayona y asociados S.A.,SANA,Tecnologia
601,E11557295,Matas y Lladó S.L.N.E,SANA,Construccion
602,A29326800,Barragán y Burgos S.Coop.,SANA,Transporte
603,S28223512,Supermercados RECA S.L.,SANA,Construccion
604,E96200382,Grupo Hernandez S.L.U.,SANA,Transporte
605,U91125155,Céspedes & Asociados S.A.,SANA,Transporte
606,F70987778,Supermercados del Norte S.L.,SANA,Transporte
607,U61635535,Manrique y Belda S.Com.,SANA,Comercio
608,H34936450,Isabela Ordóñez Franch S.Coop.,FRAUDE_MAQUILLAJE,Transporte
609,A87569592,Inversiones Hoz & Asociados S.L.,SANA,Transporte
610,H77340900,Comercializadora Donaire S.Com.,FRAUDE_MAQUILLAJE,Comercio
611,S83305194,Dionisia Canales Atienza S.A.D,SANA,Comercio
612,B15082158,Talleres Lobo S.L.L.,SANA,Transporte
613,Q25188664,Minería Robles S.L.L.,SANA,Transporte
614,C29070658,Evelia Montesinos Lerma S.A.,SANA,Comercio
615,U79383794,Familia Merino S.L.,SANA,Construccion
616,W91882291,Ignacia Anguita Benet S.Com.,SANA,Construccion
617,H73411376,Comercial Gomila y asociados S.L.N.E,SANA,Construccion
618,N92280717,Pombo y Gomis S.L.,SANA,Construccion
619,P81810948,Familia Cases S.L.,SANA,Construccion
620,V70939515,Servicios Tirado S.A.,SANA,Transporte
621,P66507825,Talleres RRYV S.Com.,SANA,Comercio
622,N48816900,Compañía Avanzadas S.L.N.E,SANA,Tecnologia
623,B90213415,Instalaciones Comas S.L.,SANA,Comercio
624,J18243352,Marcio Anaya Arroyo S.A.,SANA,Transporte
625,F86887967,Construcción KUU S.L.L.,SANA,Construccion
626,N93794410,Barrio y Calzada S.A.,SANA,Construccion
627,N75063411,Antúnez & Asociados S.Coop.,SANA,Construccion
628,E77859961,Tecnologías Internacionales S.L.N.E,SANA,Construccion
629,J43829709,Desarrollo Ibéricos S.Coop.,SANA,Tecnologia
630,J46939015,Téllez y Orozco S.L.N.E,SANA,Comercio
631,A24971907,Distribuciones IHL S.Coop.,SANA,Tecnologia
632,E98470372,Transportes Dueñas S.L.N.E,SANA,Transporte
633,Q33541704,Consultoría SSUC S.Coop.,SANA,Comercio
634,H75084661,Transportes Ramón S.L.,SANA,Tecnologia
635,W14441335,Colom y asociados S.L.,SANA,Comercio
636,C29470999,Ledesma y Gilabert S.C.P,SANA,Tecnologia
637,V65424925,Jaume y asociados S.L.,SANA,Transporte
638,H98673262,Alimentación QPML S.L.U.,SANA,Transporte
639,F38300713,Joan González Barranco S.Com.,SANA,Comercio
640,B96202825,Comercializadora Riquelme S.L.,SANA,Comercio
641,D17049544,Servicios IOI S.L.L.,SANA,Tecnologia
642,U63518621,Gallart y asociados S.L.U.,SANA,Transporte
643,N73923372,Ribas & Asociados S.L.,SANA,Tecnologia
644,R62354374,Roldan & Asociados S.Coop.,SANA,Transporte
645,J29481680,Alcalá y Marquez S.A.T.,SANA,Transporte
646,A48761035,Torrent y Arrieta S.Coop.,SANA,Transporte
647,R52371009,Farmaceútica MR S.L.,SANA,Construccion
648,D81308986,Hotel GDOK S.Coop.,SANA,Comercio
649,S91937985,Comercial QDE S.A.,SANA,Comercio
650,P46282557,Rufina Contreras Polo S.L.,SANA,Comercio
651,D44271680,Compañía ANF S.A.,SANA,Transporte
652,U42453439,Banca Privada TDW S.A.,SANA,Tecnologia
653,W55285947,Lerma y Sureda S.A.,FRAUDE_MAQUILLAJE,Tecnologia
654,P83499313,Promociones OOJU S.Coop.,SANA,Construccion
655,A19120357,Matas y Ibarra S.Com.,SANA,Construccion
656,S23112905,Juan Pablo Escamilla Bru S.L.,SANA,Construccion
657,U57179735,Fuster y Abella S.L.L.,SANA,Tecnologia
658,N43808923,Desarrollo NN S.L.,SANA,Tecnologia
659,B13181023,Ricart y Marcos S.A.T.,SANA,Construccion
660,B89743930,Frutos & Asociados S.L.N.E,SANA,Tecnologia
661,D26103055,Familia Valbuena S.A.T.,SANA,Construccion
662,E60460287,Garmendia y Manuel S.L.L.,SANA,Tecnologia
663,D34731360,Banco Yuste S.Com.,SANA,Comercio
664,N72673716,Compañía Cañas & Asociados S.Coop.,SANA,Construccion
665,U47095573,Hermanos Salom S.A.,SANA,Transporte
666,P44539133,Tello y Aguilera S.A.D,FRAUDE_CARRUSEL,Tecnologia
667,C47216895,Farmaceútica RLHV S.Com.,SANA,Construccion
668,R62155724,Grande y asociados S.Com.,SANA,Comercio
669,B44660198,Consultoría Española S.Com.,SANA,Comercio
670,F69132953,Novoa y Coll S.C.P,FRAUDE_CARRUSEL,Construccion
671,V36933352,Infraestructuras Esteve y asociados S.Com.,SANA,Transporte
672,F96635285,Fabregat y asociados S.L.N.E,SANA,Transporte
673,D29310253,Prudencio Parra Busquets S.Com.,SANA,Transporte
674,G92405160,Mateos y Manzano S.Com.,FRAUDE_MAQUILLAJE,Construccion
675,U44761889,Cervera y Flores S.L.N.E,SANA,Construccion
676,B19787090,Inversiones Avanzadas S.A.,SANA,Construccion
677,J69845276,Hnos Blazquez S.Com.,SANA,Construccion
678,V29978882,Banca Privada Ibéricos S.Com.,SANA,Construccion
679,B99201885,Construcción del Levante S.A.,SANA,Transporte
680,J30348410,Cobo & Asociados S.L.U.,SANA,Comercio
681,R87126909,Inmobiliaria Sastre S.A.,SANA,Construccion
682,W75857881,Noelia Barrios Gutiérrez S.L.,SANA,Transporte
683,S64212251,Comercial Lerma S.Com.,SANA,Construccion
684,H10443906,Múgica & Asociados S.A.,SANA,Transporte
685,V26267678,Palomares y Huertas S.L.N.E,SANA,Comercio
686,P50644896,Inversiones Sanabria y asociados S.L.,SANA,Transporte
687,B94862181,Inmobiliaria Pizarro S.L.L.,SANA,Construccion
688,Q81756326,Hermanos Laguna S.A.,SANA,Comercio
689,C71691749,Miguel y Peinado S.Coop.,SANA,Comercio
690,G33705307,Desarrollo Globales S.Com.,SANA,Construccion
691,R98682228,Familia Bonet S.Com.,SANA,Tecnologia
692,N62358969,Grupo Pujol S.Com.,SANA,Construccion
693,Q75297400,Soluciones del Norte S.L.,SANA,Construccion
694,U35429494,Arrieta y asociados S.A.,SANA,Tecnologia
695,B35916466,Grupo Ferrero S.L.U.,SANA,Construccion
696,H75663681,Manufacturas Vargas S.L.,SANA,Transporte
697,C82551667,Viña y Serna S.L.N.E,SANA,Comercio
698,V81664219,Rocío Contreras Batlle S.L.L.,FRAUDE_CARRUSEL,Transporte
699,A14971784,Comercial Sainz S.L.,SANA,Comercio
700,B55327823,Bautista Rubio Bárcena S.L.,SANA,Construccion
701,R25862805,Lucas y asociados S.L.,SANA,Tecnologia
702,W71521428,Hermanos Santamaría S.Coop.,SANA,Tecnologia
703,H19668169,Teo Bernat Quevedo S.L.,SANA,Construccion
704,E75618337,Hermanos Calderón S.C.P,SANA,Construccion
705,V92996496,Noemí Ribera Saldaña S.Com.,SANA,Construccion
706,H97078639,Alimentación Perez S.Com.,FRAUDE_MAQUILLAJE,Tecnologia
707,A33118870,Familia Ureña S.A.,SANA,Construccion
708,N23058343,Jerez y Blázquez S.L.N.E,SANA,Transporte
709,F89328380,Farmaceútica DV S.A.,SANA,Construccion
710,D25324937,Nogués & Asociados S.Com.,SANA,Transporte
711,H18470495,Minería EYQ S.A.,FRAUDE_CARRUSEL,Tecnologia
712,S55277425,Isabel Diaz Solé S.Coop.,SANA,Transporte
713,P26213828,Hnos Gallo S.L.N.E,SANA,Tecnologia
714,P38619492,Banca Privada CQU S.Com.,FRAUDE_CARRUSEL,Construccion
715,F55030548,Inmobiliaria Alba S.L.L.,SANA,Construccion
716,D46761344,Tito Vilalta Puente S.Coop.,SANA,Tecnologia
717,S32555403,Industrias WZE S.Com.,SANA,Comercio
718,F68876111,Inmobiliaria Alcázar y asociados S.Com.,SANA,Tecnologia
719,B27900736,Tecnologías Bello S.Com.,FRAUDE_MAQUILLAJE,Construccion
720,R31173338,Servicios LYM S.L.,SANA,Construccion
721,V20834405,Servicios Pou y asociados S.L.N.E,SANA,Construccion
722,A34080385,Transportes del Norte S.L.N.E,SANA,Construccion
723,N65864403,Familia Benavent S.Coop.,SANA,Transporte
724,E37670356,Blasco y Zurita S.L.N.E,SANA,Tecnologia
725,J80207530,Familia Cabello S.A.,SANA,Transporte
726,S42112095,Estevez & Asociados S.A.,FRAUDE_MAQUILLAJE,Tecnologia
727,B90030269,Grupo Murillo S.A.,SANA,Tecnologia
728,V92147935,Suministros Uría S.C.P,SANA,Construccion
729,N56688115,Esmeralda Lastra Lasa S.L.N.E,SANA,Transporte
730,A84854623,Corona Quintana Milla S.L.,FRAUDE_CARRUSEL,Tecnologia
731,G25771632,Hermanos Iniesta S.Com.,SANA,Construccion
732,Q82440371,Familia Armengol S.Coop.,SANA,Tecnologia
733,U94082607,Finanzas DI S.Com.,SANA,Tecnologia
734,J17122803,Logística SEPU S.L.U.,SANA,Tecnologia
735,D30027622,Restauración Plana S.Coop.,SANA,Transporte
736,V33665782,Distribuciones del Norte S.C.P,SANA,Tecnologia
737,B17251463,Promociones Tejedor S.L.U.,SANA,Comercio
738,N38130660,Fábrica OOPA S.A.,SANA,Transporte
739,J54868265,Elías y asociados S.Coop.,SANA,Transporte
740,B24015162,Ale Alcalá Gual S.Com.,SANA,Construccion
741,F31212522,Caro & Asociados S.L.,SANA,Construccion
742,V79109207,Servicios Perera S.Com.,SANA,Construccion
743,C41581408,Servicios IL S.L.L.,SANA,Transporte
744,P66246123,Cuadrado y Ruano S.A.T.,SANA,Tecnologia
745,P40878564,Transportes del Noroeste S.Com.,SANA,Construccion
746,P40572391,Hnos Girona S.Com.,SANA,Construccion
747,H65377624,Comercializadora Avanzadas S.L.N.E,SANA,Tecnologia
748,R39616854,Robledo y Clavero S.L.N.E,SANA,Construccion
749,V88529753,Inmobiliaria Cabo & Asociados S.L.,SANA,Transporte
750,B68500818,Infraestructuras Ramos & Asociados S.A.,SANA,Tecnologia
751,G91796786,Despacho Urrutia S.L.N.E,SANA,Transporte
752,F61986593,Restauración Tejera y asociados S.A.,SANA,Comercio
753,E71436848,Alegria y Roldan S.L.,SANA,Tecnologia
754,Q46197787,Evangelina Baena Zamora S.Coop.,SANA,Tecnologia
755,P27074074,Borrás y Mas S.A.,SANA,Construccion
756,B47662052,Consultoría Españolas S.L.L.,SANA,Tecnologia
757,D72482955,Comercializadora Leal & Asociados S.L.U.,SANA,Transporte
758,S32978251,Minería Puig y asociados S.L.,SANA,Comercio
759,H49615907,Hipólito Yuste Hidalgo S.L.,SANA,Tecnologia
760,F87594146,Despacho Herrero y asociados S.L.N.E,SANA,Tecnologia
761,C65256920,Coello y asociados S.Com.,SANA,Transporte
762,G89400640,Anunciación Folch Garay S.L.,SANA,Transporte
763,U47469681,Banco TX S.A.,SANA,Construccion
764,S43105363,Galindo y Mosquera S.L.,SANA,Tecnologia
765,P68283876,Exposito y Rodriguez S.A.,SANA,Tecnologia
766,E87000815,Palmer y asociados S.L.,SANA,Construccion
767,S15935671,Farmaceútica SZS S.L.,SANA,Construccion
768,V77674770,Hotel del Levante S.Com.,SANA,Construccion
769,S81285951,Soto y Calvet S.A.,SANA,Transporte
770,V23153230,Dionisio Martínez Iniesta S.A.,SANA,Transporte
771,V42280906,Comercializadora Requena S.L.,SANA,Construccion
772,A64575354,Hermanos Girona S.L.L.,SANA,Tecnologia
773,E58104396,Grupo Español S.A.,SANA,Comercio
774,H96924795,Sol Viña Cabrero S.A.,SANA,Construccion
775,A74395377,Hnos Armas S.L.,SANA,Comercio
776,F71643898,Alejo Carranza Sabater S.Coop.,FRAUDE_CARRUSEL,Construccion
777,U72244899,Marta Cuevas Montes S.L.N.E,SANA,Tecnologia
778,R34822996,Familia León S.Coop.,SANA,Comercio
779,U95013818,Alegre & Asociados S.L.U.,SANA,Construccion
780,C61657620,Banco Uriarte S.Com.,SANA,Comercio
781,W14390822,Fábrica BKCW S.C.P,SANA,Comercio
782,S46210517,Hotel Reig & Asociados S.Com.,SANA,Tecnologia
